#
# Transition date estimate for harvard
#
# Site: harvard
# Veg Type: DB
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2008
# Year max: 2022
# Final Processing Date: 2022-09-29
# Final Processing Time: 10:34:48
# Spline RMSE gcc_mean: 0.00384
# Spline RMSE gcc_50: 0.00372
# Spline RMSE gcc_75: 0.00403
# Spline RMSE gcc_90: 0.00478
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
harvard,DB,1000,falling,gcc_75,2013-10-18,2013-10-13,2013-10-03,2013-10-19,2013-10-14,2013-10-06,2013-10-16,2013-10-11,2013-10-01,0.3839,0.39676,0.41912,0.37832,0.45837
harvard,DB,1000,falling,gcc_75,2012-10-20,2012-10-14,2012-10-06,2012-10-22,2012-10-15,2012-10-08,2012-10-18,2012-10-12,2012-10-04,0.37844,0.39145,0.41376,0.37064,0.45532
harvard,DB,1000,falling,gcc_75,2011-10-28,2011-10-22,2011-10-10,2011-10-29,2011-10-23,2011-10-13,2011-10-25,2011-10-19,2011-10-08,0.38375,0.39613,0.41731,0.37812,0.45447
harvard,DB,1000,falling,gcc_75,2010-10-17,2010-10-14,2010-10-05,2010-10-19,2010-10-15,2010-10-08,2010-10-15,2010-10-12,2010-10-03,0.37763,0.38659,0.41036,0.37065,0.4472
harvard,DB,1000,falling,gcc_75,2009-10-22,2009-10-18,2009-10-10,2009-10-23,2009-10-19,2009-10-12,2009-10-20,2009-10-16,2009-10-09,0.376,0.38779,0.41161,0.36996,0.45035
harvard,DB,1000,falling,gcc_75,2008-10-22,2008-10-19,2008-10-12,2008-10-23,2008-10-20,2008-10-14,2008-10-20,2008-10-17,2008-10-11,0.37187,0.38329,0.40796,0.36457,0.44592
harvard,DB,1000,falling,gcc_50,2021-11-06,2021-11-01,2021-10-24,2021-11-07,2021-11-02,2021-10-27,2021-11-03,2021-10-31,2021-10-23,0.38131,0.39567,0.41789,0.37598,0.45556
harvard,DB,1000,falling,gcc_50,2020-10-21,2020-10-19,2020-10-12,2020-10-22,2020-10-20,2020-10-14,2020-10-20,2020-10-17,2020-10-11,0.38294,0.39097,0.41776,0.3757,0.45271
harvard,DB,1000,falling,gcc_50,2019-10-22,2019-10-18,2019-10-12,2019-10-23,2019-10-19,2019-10-14,2019-10-19,2019-10-17,2019-10-11,0.3798,0.39306,0.41595,0.37485,0.4534
harvard,DB,1000,falling,gcc_50,2018-11-03,2018-10-31,2018-10-22,2018-11-04,2018-11-01,2018-10-24,2018-11-01,2018-10-28,2018-10-20,0.3817,0.392,0.41547,0.37472,0.45579
